"","C03-C","C03-R","C03-S","A33-C","A33-R","A33-S"
"H2BC19P",112.913390809296,94.5468771484512,94.2214393541423,141.104687345862,154.826329798682,126.523990440853
"ZNF318",2040.5894235948,2337.50270378626,2437.56406046775,1896.33258872243,1969.63722965482,1884.37779205762
"LRP12",1872.96542074388,1918.79510498598,1845.63172381938,1622.70390447741,1671.42060578123,1581.54988051066
"CTRB2",4.65622230141426,10.1300225516198,12.1933627399478,0,2.63908516702299,2.0741637777189
"CYP4A11",15.1327224795963,7.59751691371483,15.5188253053881,0,1.75939011134866,6.22249133315671
"VWDE",27.9373338084855,29.545899108891,17.735800349015,5.72046029780522,4.39847527837165,17.6303921106107
"BCCIP",1666.9275839063,1273.85033586619,1231.52963673473,1845.80185609182,1570.25567437868,1841.85743461439
"QSOX2",1584.2796380562,2019.25116195621,2060.67830305118,2553.2321129204,2193.0797737961,2256.69019015817
"SLC2A1",1388.7183013968,692.218207694018,750.446052267698,1198.43643239019,1117.2127207064,2052.38505805286
"ZNF732",86.1401125761637,101.300225516198,55.4243760906719,123.943306452446,124.03700285008,123.412744774275
"NRG1",616.949454937389,611.17802728106,607.451161953764,298.417345535505,604.350503248264,378.5348894337
"LINC02395",9.31244460282851,13.506696735493,13.3018502617613,1.90682009926841,4.39847527837165,4.14832755543781
"RAB3IL1",133.86639116566,136.755304446867,139.669427748493,68.6455235736626,81.8116401777126,122.375662885415
"APOBEC3H",15.1327224795963,11.8183596435564,19.9527753926419,3.81364019853681,7.03756044539464,5.18540944429726
"FBXL8",27.9373338084855,43.8967643903523,16.6273128272016,11.4409205956104,17.5939011134866,6.22249133315671
"NLGN2",8632.63614682203,9673.32736825092,10466.3391809625,7462.34045848691,7815.21087461074,8761.26779708465
"DPP3-DT",95.4525571789923,167.989540647695,164.056153228389,107.735335608665,62.4583489528774,96.4486156639291
"ITGA10",25.6092226577784,19.4158765572712,38.7970632634703,10.4875105459762,7.03756044539464,17.6303921106107
"TINCR",311.966894194755,312.342362008276,341.414156718539,294.603705336969,213.765898528862,220.898442327063
"TMEM129",1141.93851942185,1098.26327830478,1214.90232390753,1466.3446563374,1298.42990217531,1334.72439096211
"PVALEF",6.98433345212139,30.3900676548593,25.4952130017091,3.81364019853681,6.15786538972031,10.3708188885945
"RPL3P2",112.913390809296,64.1568094935919,67.6177388306197,128.710356700617,141.630903963567,108.893598330242
"KDM3A",4231.34201641021,2572.18155956545,2621.57298908878,3985.25400747097,4072.98810777215,4523.75119920493
"RPL39P3",2183.76825936329,1717.88299104552,1707.0707835927,2817.32669666907,2186.04221335071,2128.0920359396
"GJC2",43.0700562880819,63.3126409476236,46.5564759161644,27.6488914393919,32.5487170599502,28.0012109992052
"VANGL2",6536.17205561026,6952.57214459504,6877.05658533057,7878.02724012742,7929.57123184841,7468.02668167692
"NKX6-3",10.4765001781821,22.7925507411445,35.47160069803,10.4875105459762,8.7969505567433,6.22249133315671
"SUDS3P1",55.8746676169711,64.1568094935919,39.9055507852838,37.1829919357339,29.9096318929272,12.4449826663134
"GLS",3183.691998592,4284.99953933516,4239.9647709364,3050.91215882945,3211.76664826698,3235.69549324149
"DLEU1",71.0073900965674,54.0267869419721,27.712188045336,105.828515509397,80.052250066364,80.8923873310373
"EPHA5",5618.89626223165,6785.42677249331,7289.41394344517,5490.68847584337,5805.98736745058,4634.71896131289
"ZNF567",394.614840044858,352.862452214755,447.828958812629,532.002807695885,493.508926233299,474.983505097629
"FAM98A",1644.81052797459,1790.48148599879,1677.14162050373,1511.15492867021,1466.45165780911,1399.0234680714
"CHUK",948.705293913155,879.623624898984,994.313307066654,1121.21021836982,1123.37058609612,1091.01014708014
"IGFBP2",5868.00415535732,4492.66500164337,4672.27490444364,5415.36908192227,6172.82020566677,7529.21451311962
"CBWD4P",53.546556466264,112.274416613786,55.4243760906719,31.4625316379287,44.8644478393908,45.6316031098159
"SLC25A1",2353.72037336491,2319.77516432093,2266.85698210848,2865.95060920041,2454.34920533138,2863.38309514095
"SNX29",1191.99290916205,1008.78141243214,1100.72810916074,756.054169359923,924.55950351372,975.894057416745
"SRSF4",3910.06267761262,3303.23152037401,3414.14156718539,4432.40332074941,3963.90592086853,4193.95915854762
"ZNF606",1263.00029925862,1080.53573883944,1109.59600933525,1402.46618301191,1359.12886101684,1340.94688229527
"MAP2K5",1038.33757321538,1085.60075011525,1214.90232390753,941.015718988958,935.115844181812,925.077044862631
"C6orf62",4276.740183849,3431.5451393612,3547.160069803,5050.21303291237,4605.20361645512,4109.95552555001
"MITD1",409.747562524455,454.162677730953,417.899795723666,506.260736355762,526.057643293249,529.94884520718
"MTF1",917.275793378609,887.221141812698,851.318416752721,772.262140203704,758.297137991272,697.956111202411
"ZNF304",1048.81407339356,1045.92482845474,1065.25650846271,891.43839640798,945.672184849904,824.480101643265
"ZNF221",295.670116139805,311.498193462308,249.409692408024,222.144541564769,235.75827492072,197.045558883296
"PLCXD1",1865.98108729176,2151.78562367323,2234.71084397589,2685.75610981955,2228.26757602308,2699.52415670115
"PPIC",37.2497784113141,26.1692249250177,13.3018502617613,44.8102723328075,45.7441428950651,59.1136676649888
"ZNF83",3155.75466478351,3943.95544676396,3625.86268385176,4244.58154097147,4752.9923858084,4000.02484533091
"RCAN3",142.014780193135,72.598494953275,84.2450516578213,86.7603145167125,149.548159464636,351.570760323354
"NADK",1051.14218454427,1107.54913231043,1073.01592111541,1345.26158003386,1211.34009166355,1247.60951229792
"RPS11",36784.1561811726,24914.7904657088,25753.4905942916,43117.9694947068,36283.9022663434,33719.6805343762
"KIAA1191",6149.70560459288,5450.79630131741,5756.37570077719,4850.95033253882,5180.52418286613,4962.43683819248
"LINC01090",12.8046113288892,27.8575620169544,18.8442878708285,1.90682009926841,11.4360357237663,0
"LINC01363",6.98433345212139,5.9091798217782,2.21697504362688,8.58069044670783,32.5487170599502,11.407900777454
"MIPOL1",331.755838975766,422.084272984157,405.706432983719,276.488914393919,307.893269486015,320.458303657571
"NIM1K",380.646173140615,327.537395835706,319.24440628227,270.768454096114,271.825772203368,269.641291103458
"RHEBL1",44.2341118634354,46.4292700282573,47.6649634379779,17.1613808934157,20.2329862805096,36.2978661100808
"SPHK2",680.972511581835,666.048982769,650.682175304488,499.586866008322,605.230198303939,527.874681429461
"ZNF598",967.330183118812,1017.22309789182,1090.75172146442,1376.72411167179,1120.7315009291,1232.05328396503
"FAM157A",55.8746676169711,67.5334836774652,54.3158885688585,131.57058684952,74.774079732318,81.9294692198967
"WNT9A",107.093112932528,158.703686642043,130.801527573986,28.6023014890261,75.6537747879923,108.893598330242
"OSBPL9",1814.76264197621,1647.81700173015,1667.16523280741,2138.49874132952,1935.32912248352,1948.67686916691
"RAB33B",998.759683653358,1034.10646881119,1119.57239703157,864.742915018222,954.469135406648,688.622374202676
"ZNF395",725.20662344527,532.670352506006,609.668136997391,746.520068863581,778.530124271782,815.14636464353
"SLC25A42",656.52734449941,629.749735292363,610.776624519205,476.705024817101,456.561733894977,586.98834909445
"ZNF436-AS1",470.27845244284,670.269825498842,619.644524693712,452.869773576246,483.832280620881,428.314820098954
"METTL16",1479.51463627438,1181.83596435564,1119.57239703157,1805.75863400718,1477.88769353287,1473.69336406928
"NAA60",1427.13213538347,1169.17343616612,1133.98273481515,1017.28852295969,968.544256297437,1065.08309985866
"ARIH1",4407.11440828859,4374.48140520781,4359.68142329225,3973.81308687536,3876.81611035677,3414.07357812532
"MT-CO3",68767.7471695871,53677.3011639412,63341.1939714635,41209.2425753392,49899.8223380707,57098.6175549349
"KLF3-AS1",545.942064840822,870.337770893332,823.606228707385,544.39713834113,550.68910485213,594.247922316466
"RMI1",785.737513363656,508.189464672925,517.663672686876,779.889420600778,756.537747879923,873.222950419659
"SLC15A3",59.3668343430318,65.0009780395602,78.7026140487541,40.0432220846365,50.1426181734368,34.2237023323619
"PEX6",1657.61513930348,1843.6641043948,1830.11289851399,1657.98007631388,1433.90294074916,1252.79492174222
"SLC39A6",7168.25423302725,7665.89456593826,7691.79491386345,6754.91020165833,6605.63017305854,6307.53204804319
"ALPK3",66.3511677951532,61.624303855687,88.6790017450751,130.617176799886,108.202491847943,90.2261243307724
"DDR2",335.248005701826,372.278328772027,325.895331413151,529.142577546983,436.328747614467,377.497807544841
"GSEC",175.772391878388,166.301203555758,219.480529319061,270.768454096114,265.667906813648,217.787196660485
"MVB12A",699.597400787492,592.606319269757,628.51242486822,876.183835613832,716.951470374579,775.73725286687
"EFCC1",9.31244460282851,13.506696735493,13.3018502617613,9.53410049634203,26.3908516702299,67.4103227758644
"SNX13",2179.11203706187,2182.17569132809,2098.36687879284,2524.62981143137,2620.61157085383,2348.99047826666
"ADAM28",10.4765001781821,32.9225732927643,35.47160069803,4.76705024817101,6.15786538972031,16.5933102217512
"GSDME",818.331069473556,1146.38088542497,1086.31777137717,561.558519234545,860.341764449494,838.999248087297
"IQCE",2414.25126328329,3033.09758566415,3271.14667687146,2085.10777855,2229.14727107875,2631.07675203643
"ELP1",3719.15756325464,4533.18509184985,4548.12430200054,3488.52737161155,3729.02734100348,3509.48511190039
"TMEM38A",301.490394016573,367.213317496217,328.112306456778,204.029750621719,220.803458974257,309.050402880117
"NHLRC4",0,1.68833709193663,0,6.67387034743942,0.87969505567433,15.5562283328918
"STRIP1",3064.95832990593,3536.22203906127,3813.19707503823,2859.27673885297,2910.03124417068,2985.75875802636
"ASF1A",1074.42329605134,958.131299674037,993.204819544841,1162.20685050409,1278.1969158948,1153.23506041171
"MARCHF3",322.443394372937,362.992474766375,271.579442844292,217.377491316598,285.900893094157,200.156804549874
"NMB",58.2027787676782,44.7409329363207,35.47160069803,55.2977828787838,77.413164899341,103.708188885945
"HMCN1",18.624889205657,24.4808878330811,21.0612629144553,23.8352512408551,41.3456676166935,69.4844865535833
"PLPPR5-AS1",30.2654449591927,21.9483821951762,31.0376506107763,9.53410049634203,2.63908516702299,18.6674739994701
"ARAP1",270.060893482027,207.665462308205,221.697504362688,327.019647024532,269.186687036345,323.569549324149
"NES",7009.94267477916,2189.77320824181,2614.9220639579,9348.18553666336,6849.30570348033,11198.4102359044
"OOSP3",4.65622230141426,5.9091798217782,6.65092513088063,0.953410049634203,0,1.03708188885945
"RNF157-AS1",66.3511677951532,66.6893151314968,70.9432013960601,90.5739547152493,92.3679808458046,118.227335329978
"TMEM120A",729.862845746685,853.454399973966,892.332455059818,717.917767374555,679.124582980582,617.063723871374
"ZNF443",295.670116139805,252.406395244526,258.277592582531,335.600337471239,366.832838216195,319.421221768711
"CA14",646.050844321228,427.993452805935,417.899795723666,665.480214644674,672.087022535188,639.879525426282
"WDR35-DT",48.8903341648497,59.9359667637503,47.6649634379779,29.5557115386603,35.1878022269732,28.0012109992052
"SNTG2",65.1871122197996,45.585101482289,52.0989135252316,18.1147909430499,24.6314615588812,43.557439332097
"STK11",1881.11380977136,1784.57230617702,1783.55642259782,2271.97614827831,2034.73466377472,2054.45922183057
"ZNF684",125.718002138185,105.521068246039,120.825139877665,166.846758685985,165.382670466774,146.228546329183
"GGH",1527.24091486388,1543.14010203008,1497.56664196996,1792.4108933123,1738.27743001248,1735.03800006186
"ZNF793",2152.33875882874,2695.43016727683,2900.91184458577,1839.12798574438,2253.77873263763,2121.86954460644
"AMACR",53.546556466264,51.4942813040672,62.0753012215526,35.2761718364655,21.1126813361839,39.4091117766592
"RARS1",1448.08513573983,1319.43543734848,1453.22714109742,1814.33932445389,1630.07493816453,1564.95657028891
"PTPRE",329.427727825059,419.551767346252,356.932982023927,34.3227617868313,48.3832280620881,249.936735215128
"HDHD3",407.419451373747,482.020239747908,420.116770767293,240.259332507819,350.118632158383,380.609053211419
"PCCA",413.239729250515,377.343340047837,307.051043542322,575.859669979058,431.930272336096,440.759802765267
"HEXA-AS1",9.31244460282851,8.44168545968314,5.54243760906719,1.90682009926841,0,2.0741637777189
"GUCA1A",17.4608336303035,19.4158765572712,33.2546256544032,5.72046029780522,11.4360357237663,11.407900777454
"KIF4B",5.82027787676782,1.68833709193663,5.54243760906719,13.3477406948788,9.67664561241762,19.7045558883296
"SUSD6",820.659180624263,859.363579795744,824.714716229198,1128.8374987669,873.537190284609,1076.49100063611
"GALM",180.428614179802,92.8585400565146,99.7638769632095,212.610441068427,190.014132025655,166.970184106372
"ARHGAP6",9.31244460282851,12.6625281895247,23.2782379580822,23.8352512408551,31.6690220042759,44.5945212209564
"KYAT3",744.995568226281,487.929419569686,448.937446334443,775.122370352607,729.267201154019,752.921451311962
"LAMTOR4",1023.20485073578,1034.10646881119,1121.7893720752,843.76789392627,883.213835897027,947.892846417539
"FGGY-DT",25.6092226577784,16.039202373398,45.447988394351,6.67387034743942,15.8345110021379,12.4449826663134
"MYBL2",686.792789458603,102.988562608134,138.56094022668,877.137245663467,822.514877055498,1393.8380586271
"C11orf1",211.858114714349,184.872911567061,209.50414162274,269.815044046479,256.870956256904,249.936735215128
"MANF",804.362402569313,560.527914522961,629.620912390033,904.786137102858,767.094088548015,884.630851197113
"OLMALINC",499.379841826679,351.174115122819,338.088694153099,530.095987596617,560.365750464548,478.094750764208
"SYNDIG1",79.1557791240424,62.4684724016553,84.2450516578213,63.8784733254916,149.548159464636,180.452248661545
"FLNC",287.52172711233,280.26395726148,273.796417887919,675.96772519065,263.908516702299,368.164070545106
"SRI",1791.48153046914,981.76801896115,974.360531674012,1790.50407321303,1576.4135397684,1876.08113694675
"DDX4",19.7889447810106,20.2600451032395,41.0140383070972,9.53410049634203,13.1954258351149,12.4449826663134
"RUFY2",3754.07923051524,3993.7613909761,3864.18750104165,2985.12686540469,3668.32838216195,3110.2085846895
"DYNLRB1",582.027787676782,525.91700413826,550.918298341279,491.006175561614,418.734846500981,441.796884654127
"HSF2BP",59.3668343430318,109.741910975881,84.2450516578213,61.9716532262232,49.2629231177625,42.5203574432375
"SEPTIN2P1",2.32811115070713,0,1.10848752181344,5.72046029780522,8.7969505567433,7.25957322201617
"CAMK1",109.421224083235,157.859518096075,155.188253053881,107.735335608665,100.285236346874,82.9665511087562
"TTC39A",4.65622230141426,3.37667418387326,13.3018502617613,14.301150744513,18.4735961691609,29.0382928880647
"MESTIT1",38.4138339866676,19.4158765572712,19.9527753926419,63.8784733254916,32.5487170599502,56.0024219984104
"CCDC85B",450.489507661829,585.85297090201,708.323526438787,470.984564519296,333.404426100571,469.798095653332
"ARF4",5049.67308588376,4435.26154051752,4613.52506578753,8456.74714025538,5721.53664210584,4694.86971086674
"COQ5",761.292346281231,636.503083660109,676.177388306197,933.388438591885,751.259577545877,881.519605530534
"SNIP1",912.619571077194,846.701051606219,870.162704623549,781.796240700046,726.628115986996,698.993193091271
"C3",46.5622230141426,8.44168545968314,15.5188253053881,5.72046029780522,0,10.3708188885945
"CD247",73.3355012472745,70.9101578613384,94.2214393541423,45.7636823824417,55.4207885074828,52.8911763318321
"SYT12",244.451670824248,303.900676548593,315.91894371683,106.781925559031,164.5029754111,275.863782436614
"LINC00881",2.32811115070713,0,2.21697504362688,10.4875105459762,7.03756044539464,7.25957322201617
"MDC1",1485.33491415115,1708.59713703987,1549.66555549519,1833.40752544657,1828.88602074693,1904.08234794595
"NIPA1",2456.15726399602,2511.40142425574,2711.36047835567,2243.37384678928,2131.5011198989,2252.54186260273
"KIF16B",413.239729250515,493.838599391464,450.045933856256,384.224250002584,378.268873939962,296.605420213803
"MYO6",4871.57258285467,6892.63617783129,6287.34122372582,8559.71542561587,7806.413924054,6529.46757225911
"DUOX1",367.841561811726,652.542286033507,608.559649475578,340.36738771941,464.478989396046,344.311187101338
"LINC00685",61.6949454937389,84.4168545968314,53.207401047045,106.781925559031,103.804016569571,93.3373699973507
"PIEZO2",110.585279658589,196.691271210617,148.537327923001,220.237721465501,175.939011134866,294.531256436084
"LINC02293",1.16405557535356,6.75334836774651,2.21697504362688,9.53410049634203,6.15786538972031,29.0382928880647
"SLC34A3",2.32811115070713,15.1950338274297,13.3018502617613,16.2079708437814,35.1878022269732,34.2237023323619
"TMEM158",1058.12651799639,942.092097300639,981.011456804893,815.165592437243,817.236706721452,877.371277975097
"SRM",1832.22347560651,1757.55891270603,1870.01844929927,1567.40612159863,1627.43585299751,1516.21372151252
"DHDH",74.4995568226281,95.3910456944195,86.4620267014482,58.1580130276864,60.6989588415287,51.8540944429726
"ANPEP",71.0073900965674,71.7543264073067,77.5941265269407,51.484142680247,43.1050577280421,9.33373699973507
"ABHD6",1182.68046455922,1406.38479758321,1342.37838891607,1579.80045224387,1899.26162520088,1411.46845073771
"CMTM1",88.4682237268709,63.3126409476236,63.183788743366,50.5307326306128,43.9847527837165,39.4091117766592
"HMGN1P38",79.1557791240424,40.5200902064791,29.9291630889628,111.548975807202,66.856824231249,92.3002881084913
"MALRD1",2.32811115070713,8.44168545968314,13.3018502617613,32.4159416875629,13.1954258351149,23.8528834437674
"WAPL",2295.51759459723,1961.84770083036,1988.62661413331,2742.9607127976,2471.94310644487,2286.76556493509
"ADRA2C",160.639669398792,187.405417204966,210.612629144553,143.01150744513,138.991818796544,132.74648177401
"BRD3",4818.0260263884,4590.58855297569,4746.54356840514,4180.70306764598,4213.73931668004,4044.61936655186
"FAM118B",565.731009621832,538.579532327785,526.531572861383,700.756386481139,705.515434650812,588.025430983309
"NDUFAF1",521.496897758397,600.203836183471,631.83788743366,417.593601739781,494.388621288973,494.688060985959
"INHA",103.600946206467,222.016327589667,180.68346605559,73.4125738218336,131.074563295475,106.819434552524
"PRPF38B",2409.59504098188,2025.16034177799,2049.59342783305,2699.10385051443,2537.04054056477,2464.10656793006
"RFLNB",154.819391522024,214.418810675952,203.961704013673,98.2012351123229,103.804016569571,177.341002994966
"SDSL",68.6792789458603,35.4550789306692,45.447988394351,78.1796240700046,76.5334698436667,88.1519605530534
"ZBTB44",3089.40349698836,3028.03257438834,3058.31707268328,2735.33343240053,2732.33284292447,2502.47859781786
"H1-0",1550.52202637095,1085.60075011525,1341.26990139426,6357.33821096086,1659.10487500179,1783.78084883826
"RBBP4",6491.93794374683,6078.85769951783,6136.5869207592,7135.32081146237,7016.44776405845,7096.75136546523
"LINC02024",2.32811115070713,11.8183596435564,7.75941265269407,14.301150744513,20.2329862805096,29.0382928880647
"SLURP2",3.49216672606069,9.28585400565146,6.65092513088063,0,0,2.0741637777189
"TLCD2",43.0700562880819,27.0133934709861,25.4952130017091,41.9500421839049,51.0223132291111,84.0036329976156
"MACROH2A1",5085.75880871972,4275.71368532951,4436.16706229738,5670.88297522424,4978.19432006103,5793.1394311689
"CTH",299.162282865866,184.028743021093,133.018502617613,408.059501243439,263.028821646625,285.197519436349
"RERGL",11.6405557535356,6.75334836774651,2.21697504362688,0,0,2.0741637777189
"MAPRE1",6340.61071895086,6176.78125085016,6531.20847852478,5594.6101712535,5623.01079587031,5589.87138095245
"NXT2",172.280225152327,80.1960118669899,57.6413511342988,196.402470224646,159.224805077054,173.192675439529
"COPB1",3613.22850589746,3265.24393580544,3234.56658865161,4883.36627422639,4018.44701432034,3547.85714178819
"CFAP61",33.7576116852534,17.7275394653346,27.712188045336,37.1829919357339,42.2253626723678,72.5957322201617
"PDE6B-AS1",83.8120014254566,292.926485451005,283.77280558424,131.57058684952,124.916697905755,117.190253441118
"FRMD5",812.510791596788,1009.6255809781,966.601119021318,654.992704098697,730.146896209694,844.184657531594
"TYW1",734.519068048099,542.800375057626,517.663672686876,787.516700997852,765.334698436667,734.253977312492
"POLR1G",126.882057713538,108.053573883944,116.391189790411,75.319393921102,69.495909398272,97.4856975527885
"HLA-DQB2",8.14838902747495,5.9091798217782,8.86790017450751,0,2.63908516702299,1.03708188885945
"TPTEP2",143.178835768488,236.367192871128,225.022966928128,275.535504344285,287.660283205506,274.826700547755
"ERVW-1",83.8120014254566,136.755304446867,137.452452704866,87.7137245663467,80.9319451220383,65.3361589981455
"PRCD",50.0543897402033,112.274416613786,64.2922762651794,18.1147909430499,33.4284121156245,60.1507495538482
"ZADH2",1439.93674671236,1295.79871806136,1319.10015095799,1647.4925657679,1555.30085843221,1541.10368684515
"FAM27E3",76.8276679733352,67.5334836774652,94.2214393541423,126.803536601349,95.8867610685019,129.635236107432
"NDP-AS1",4.65622230141426,7.59751691371483,3.32546256544032,17.1613808934157,14.9548159464636,13.4820645551729
"VN1R110P",33.7576116852534,46.4292700282573,36.5800882198435,23.8352512408551,23.7517665032069,13.4820645551729
"ZSCAN31",158.311558248085,173.054551923504,180.68346605559,241.212742557453,212.006508417513,214.675950993907
"VN1R42P",24.4451670824248,32.0784047467959,42.1225258289107,19.0682009926841,16.7142060578123,13.4820645551729
"UBE2N",3979.90601213384,3875.57779454053,4110.27173088423,3143.39293364397,3158.98494492652,3792.60846755902
"ERICH3",31.4295005345462,9.28585400565146,24.3867254798956,0,2.63908516702299,12.4449826663134
"KCNN4",16.2967780549499,39.6759216605108,26.6037005235225,9.53410049634203,9.67664561241762,16.5933102217512
"RHPN2",483.083063771729,431.370126989809,368.017857242062,492.912995660883,522.538863070552,631.582870315406
"MORN3",157.147502672731,236.367192871128,232.782379580822,129.663766750252,138.11212374087,174.229757328388
"UBE2M",2219.85398219925,2044.57621833526,2143.81486718719,1884.89166812682,1659.10487500179,1906.15651172367
"VMAC",117.56961311071,97.0793827863561,86.4620267014482,128.710356700617,181.217181468912,127.561072329713
"PIK3CG",6.98433345212139,0.844168545968314,15.5188253053881,0,0,2.0741637777189
"C12orf60",48.8903341648497,54.0267869419721,44.3395008725375,94.3875949137861,53.6613983961341,94.3744518862102
"MUC4",114.077446384649,303.900676548593,270.470955322479,131.57058684952,159.224805077054,133.783563662869
"ZNF329",1222.25835412124,1145.536716879,1227.09568664748,1045.89082444872,1026.60412997194,1005.96943219367
"FAM81A",270.060893482027,282.796462899385,297.074655846002,194.495650125377,182.096876524586,261.344635992582
"ECRG4",22.1170559317177,25.3250563790494,17.735800349015,11.4409205956104,6.15786538972031,10.3708188885945
"LINC01618",16.2967780549499,15.1950338274297,21.0612629144553,4.76705024817101,4.39847527837165,10.3708188885945
"PKD1",10022.5185037942,16771.0965027525,15552.0799310425,10226.2761923765,11625.1701607363,10542.9744821452
"PPCS",547.106120416175,581.632128172169,570.871073733921,629.250632758574,739.823541822111,686.548210424957
"FKBP9P1",18.624889205657,8.44168545968314,17.735800349015,6.67387034743942,0.87969505567433,5.18540944429726
"ATAD3A",866.057348063052,946.31294003048,902.308842756139,1217.50463338288,978.220901909854,1092.047228969
"ORC2",870.713570364466,845.012714514283,826.931691272825,1093.56132693043,948.311270016927,982.116548749901
"WAC-AS1",1070.93112932528,1200.40767236694,1222.66173656022,846.628124075172,937.754929348835,1075.45391874725
"CRTC3",1016.22051728366,897.351164364318,951.08229371593,1139.32500931287,1070.58888275566,1186.42168085521
"SEC23A",2111.59681369137,1599.69939460996,1658.2973326329,2604.71625560064,2032.97527366338,2117.721217051
"RFXAP",379.482117565262,412.798418978506,384.645170069263,450.962953476978,524.2982531819,472.90934131991
"TAPT1",1138.44635269579,1170.86177325805,1169.45433551318,978.198710924692,1039.79955580706,958.263665306134
"RTL8B",572.715343073954,556.307071793119,488.842997119726,450.009543427344,454.802343783628,414.832755543781
"LILRA6",12.8046113288892,7.59751691371483,21.0612629144553,6.67387034743942,0,0
"EFCAB13",147.835058069903,296.303159634878,272.687930366106,164.939938586717,179.457791357563,130.672317996291
"DCTN3",2491.07893125663,2291.91760230397,2437.56406046775,1909.68032941731,2083.99758689249,2182.02029416029
"CEP63",555.25450944365,672.802331136747,767.0733650949,910.506597400664,906.965602400234,730.105649757054
"HAGHL",345.724505880009,547.865386333436,631.83788743366,347.994668116484,389.704909663728,366.089906767387
"SPTLC1",1696.02897329014,1631.77779935675,1586.24564371503,2180.44878351342,1898.3819301452,1777.5583575051
"ZFYVE26",1042.99379551679,1179.30345871774,1156.15248525142,881.904295911638,970.303646408786,987.301958194199
"PRR7",440.013007483647,631.438072384299,680.611338393451,466.217514271125,402.900335498843,459.427276764737
"RAB9A",395.778895620212,180.652068837219,225.022966928128,370.876509307705,396.742470109123,417.944001210359
"C4orf46",714.730123267088,709.945747159352,589.715361604749,925.761158194811,821.635181999824,749.810205645384
"BPHL",301.490394016573,338.511586933294,290.423730715121,361.342408811363,389.704909663728,415.86983743264
"UBQLN1",7547.73635059251,7104.52248286933,7730.59197712692,6886.48078850785,6262.54910134555,6275.38250948855
"SOX1",2173.2917591851,877.091119261079,932.238005845102,2300.57844976733,1652.94700961207,2198.61360438204
"AHRR",8.14838902747495,13.506696735493,11.0848752181344,17.1613808934157,31.6690220042759,25.9270472214863
"SIK2",1841.53592020934,1824.24822783753,1804.61768551228,1340.49452978569,1544.74451776412,1688.36931506319
"ANAPC13",1970.74608907358,1756.71474416006,1596.22203141135,1557.87202110229,1483.16586386692,1401.09763184912
"TMEM117",133.86639116566,108.053573883944,93.1129518323288,190.682009926841,111.72127207064,210.527623438469
"WDR31",185.084836481217,188.249585750934,186.225903664658,230.725232011477,240.156750199092,242.677161993112
"NOTCH2NLR",1.16405557535356,3.37667418387326,4.43395008725375,9.53410049634203,13.1954258351149,10.3708188885945
"POTEF",426.044340579404,853.454399973966,554.243760906719,441.428852980636,494.388621288973,313.198730435555
"DPH5",1198.97724261417,1019.75560352972,1148.39307259872,1563.59248140009,1387.27910279842,1193.68125407723
"RPL35",10362.4227317974,7354.39637247596,7596.46498698749,12737.5582631129,10302.9884920577,9414.62938706611
"IGLCOR22-1",12.8046113288892,16.8833709193663,18.8442878708285,2.86023014890261,1.75939011134866,10.3708188885945
"MAPK6",4421.08307519284,4465.65160817238,4631.26086613655,4010.99607881109,3873.29733013407,4012.46982799722
"RAPGEF2",4723.73752478476,5015.20533159776,5052.48612442565,4252.20882136854,4520.75289111038,4080.91723266194
"EIF5A",3699.36861847363,3561.54709544032,3662.4427720716,4537.27842620917,3809.95928612552,4484.34208742827
"KIF12",111.749335233942,286.173137083259,234.999354624449,120.12966625391,143.390294074916,133.783563662869
"LINC01089",781.081291062242,1201.25184091291,1157.26097277323,1375.77070162215,1410.15117424595,1269.38823196397
"CPLX1",527.317175635165,686.30902787224,806.978915880183,475.751614767467,525.177948237575,552.764646762088
"KATNAL1",2002.17558960813,2356.07441179757,2479.68658629666,1822.9200149006,2026.81740827366,1856.37658105842
"AADAT",764.784513007292,649.165611849634,784.809165443914,549.164188589301,595.553552691521,642.99077109286
"WDR11-DT",82.6479458501031,106.365236792008,105.306314572277,19.0682009926841,49.2629231177625,84.0036329976156
"DVL1",2654.04671180613,3214.59382304734,3090.46321081587,2496.98091999198,2407.72536738064,2650.78130792476
"C18orf25",1399.19480157498,1399.63144921547,1394.47730244131,1944.00309120414,1744.4352954022,1437.3954979592
"SPRED3",499.379841826679,704.880735883542,755.988489876765,381.364019853681,412.576981111261,614.989560093655
"ZNF503-AS2",23.2811115070713,6.75334836774651,15.5188253053881,22.8818411912209,30.7893269486015,51.8540944429726
"ABCC6P2",0,1.68833709193663,2.21697504362688,9.53410049634203,7.03756044539464,6.22249133315671
"CRYAB",607.63701033456,97.9235513323245,188.442878708285,935.295258691153,635.139830196866,891.890424419129
"LINC02680",4.65622230141426,7.59751691371483,1.10848752181344,21.9284311415867,18.4735961691609,7.25957322201617
"ZBTB46",493.559563949911,507.345296126957,482.192071988846,250.746843053795,354.517107436755,469.798095653332
"GALNT3",25.6092226577784,37.9875845685741,44.3395008725375,7.62728039707362,7.91725550106897,29.0382928880647
"ELL2",238.631392947481,218.639653405793,215.046579231807,315.578726428921,335.16381621192,237.491752548815
"METTL17",753.143957253756,874.558613623174,935.563468410542,1043.98400434945,1038.91986075138,1005.96943219367
"EEF1GP7",2.32811115070713,3.37667418387326,8.86790017450751,15.2545607941472,20.2329862805096,10.3708188885945
