"","C03-R","C09-R","A33-R"
"CLPP",1348.56157569837,1912.54996065565,1390.3085148639
"CLPTM1",4201.90330460099,4387.3687075587,3264.20260011523
"CLPTM1L",1853.91926317222,2611.72806102649,1912.54129272083
"CLPX",2155.06350896669,1686.8063587422,2214.78227421298
"CLSPN",159.041804810206,327.119200920885,398.363523147032
"CLSTN1",12604.7688380349,13580.1498299232,10399.0716714054
"CLSTN2",575.938370081928,2533.34486591765,759.070792862255
"CLSTN3",9649.79092617661,7487.16279679622,5092.51279963333
"CLTA",2962.50651800312,4882.75050064656,2892.59483598554
"CLTB",2110.83294786563,2870.91515951971,1440.84717078553
"CLTC",17216.9811775308,7597.94437921671,14253.8828779774
"CLTCL1",764.153523703473,484.930700406679,577.726203966964
"CLTRN",25.4090457389086,96.1500526668415,23.7828969043004
"CLU",5925.95411177434,39852.1066118696,10537.8052366804
"CLUAP1",800.855478659674,1201.87565833552,1040.50173956314
"CLUH",2444.91484554387,2261.61645620701,1828.3101995181
"CLUHP3",432.894853329554,176.623466311915,471.694121935292
"CLUL1",223.034957041531,125.413112174141,116.932576446144
"CLVS1",750.978462949965,376.239336522423,812.582310896931
"CLVS2",2489.14540664493,1056.60547006714,2468.46650785885
"CLYBL",127.045228694543,331.299637993356,163.507416217065
"CMAS",2690.53562101999,2158.15063866334,1674.71232367782
"CMBL",2124.00800861914,2088.12831769945,2393.15400099523
"CMC1",280.440578896102,415.953488710901,426.110236202049
"CMC2",544.882869734373,749.343345240493,803.663724557819
"CMIP",9581.09239510475,5026.97557964682,6256.88379390637
"CMPK1",3835.82483080709,3889.89669593461,4118.40498059469
"CMPK2",161.865032114529,147.360406804616,108.013990107031
"CMSS1",936.370389267186,985.538039835125,989.963083641505
"CMTM1",70.5806826080794,31.3532780435353,49.5477018839592
"CMTM3",332.199746142027,850.718944247923,579.708112042323
"CMTM4",2735.70725788916,2582.46500151919,2382.25350658076
"CMTM6",434.777004865769,1426.57415098085,875.01241527072
"CMTM7",0,138.999532659673,27.7467130550172
"CMTM8",9.41075768107725,112.871800956727,8.91858633911266
"CMTR1",2631.2478476292,1980.48206308331,2482.33986438636
"CMTR2",660.635189211623,841.312960834863,948.34301405898
"CNBP",5917.48442986138,8196.79198984823,8112.94070647948
"CNDP1",56.4645460864635,30.3081687754174,36.6652993941298
"CNDP2",2373.39308716768,2729.8254083238,1971.0075809439
"CNEP1R1",812.148387876967,597.802501363406,716.45976924205
"CNGA3",394.310746837137,242.465350203339,624.301043737886
"CNGA4",55.5234703183558,48.0750263334207,43.6019776578841
"CNGB1",41.4073337967399,523.599743327039,131.796887011332
"CNIH1",2259.52291922665,2759.0884678311,3228.52825475878
"CNIH2",3210.95052078356,4352.88010171081,2717.19597131632
"CNIH3-AS2",86.5789706659107,11.4962019492963,2.97286211303755
"CNIH4",757.565993326719,1014.80109934242,960.23446251113
"CNKSR1",305.849624635011,222.6082741091,202.154623686554
"CNKSR2",2212.46913082126,709.629193052015,1328.86936452779
"CNKSR3",193.861608230191,567.494332587988,244.765647306759
"CNMD",20.70366689837,89.8793970581344,13.8733565275086
"CNN1",8.46968191296953,146.315297536498,17.8371726782253
"CNN2",1488.78186514642,2065.13591380086,2160.27980214062
"CNN3",5375.42478743133,18943.650593904,8334.91441091962
"CNN3-DT",366.078473793905,707.538974515779,362.689177790581
"CNNM1",606.052794661375,249.781115080164,220.982750402458
"CNNM2",1254.4539988876,1047.19948665408,1054.37509609065
"CNNM3",1133.0552248017,946.868996914765,1163.38004023536
"CNNM3-DT",48.9359399416017,24.0375131667104,30.7195751680547
"CNNM4",1315.6239238146,805.779245718856,1060.32082031673
"CNOT1",3898.8769072703,2337.90943277961,4787.29895602814
"CNOT10",887.434449325585,953.139652523472,1005.81834824437
"CNOT11",1014.47967802013,1216.50718808917,841.319977989628
"CNOT2",2454.32560322495,2197.86479085182,3035.29221741134
"CNOT3",1793.69041401332,1549.89704461876,1973.98044305694
"CNOT4",2171.06179702452,1220.68762516164,1861.01168276151
"CNOT6",2781.81997052644,2099.62451964874,3529.77828221325
"CNOT6L",2286.81411650177,1182.01858224128,2279.19428666212
"CNOT7",3292.82411260893,2909.58420244007,4064.89346256001
"CNOT8",2603.01557458597,2391.21000545362,2369.37110409093
"CNOT9",2246.34785847314,2043.18861917038,2689.44925826131
"CNP",3029.32289753877,3907.66355349261,2633.95583215127
"CNPPD1",2221.87988850234,1843.57274895987,1737.14242805161
"CNPY2",386.782140692275,499.562230160328,353.770591451469
"CNPY2-AS1",85.637894897803,64.7967746233062,66.3939205245054
"CNPY3",1267.62905964111,1787.13684848151,1272.38498438007
"CNPY4",440.423459474415,838.177633030509,541.060904572835
"CNR1",11087.7546998452,4959.04347721916,11577.3160222059
"CNRIP1",2092.95250827158,2106.94028452557,843.301886064986
"CNST",1309.03639343785,907.154844726287,1106.89566008765
"CNTD1",73.4039099124026,18.8119668261212,67.3848745621845
"CNTFR",2917.33488113395,3512.61225014407,4410.73642171005
"CNTFR-AS1",93.1665010426648,48.0750263334207,119.905438559181
"CNTLN",269.147669678809,597.802501363406,900.777220250379
"CNTN1",11245.8554288873,4926.64508990751,2362.43442582718
"CNTN2",653.106583066761,1096.31962225562,1233.73777691058
"CNTN3",1004.12784457094,616.614468189527,346.833913187715
"CNTN5",25.4090457389086,126.458221442259,19.8190807535837
"CNTNAP1",2395.97890560227,1233.22893637905,1532.01494225202
"CNTNAP2",12830.6270223807,6584.1883891424,18404.9893418155
"CNTNAP3",706.747901848902,566.44922331987,239.810877118363
"CNTNAP3B",95.0486525788802,19.857076094239,57.4753341853927
"CNTNAP3C",43.2894853329554,5.22554634058921,13.8733565275086
"CNTNAP3P2",70.5806826080794,27.1728409710639,40.6291155448466
"CNTNAP4",476.184338662509,477.614935529854,231.883244816929
"CNTRL",1612.06279076853,1211.28164174858,2773.68035146404
"CNTROB",2177.64932740128,1574.97966705359,2252.43852764479
"COA1",1215.86989239518,1599.0171802203,1506.25013727236
"COA3",1027.65473877364,1948.08367577166,931.496795418433
"COA4",616.40462811056,1110.95115200927,766.00747112601
"COA5",1264.80583233678,1554.07748169123,1550.84306896792
"COA6",239.97432086747,470.299170653029,252.693279608192
"COA6-AS1",37.643030724309,67.9321024276597,45.5838857332425
"COA7",2232.23172195152,1228.00339003846,1141.57905140642
"COA8",440.423459474415,763.974874994143,439.983592729558
"COASY",1438.90484943671,1849.84340456858,1384.36279063782
"COBL",189.156229389653,296.811032145467,104.050173956314
"COBLL1",98.8129556513111,1248.90557540082,490.522248651196
"COCH",258.795836229624,256.051770688871,261.611865947305
"COG1",1692.05423105769,1108.86093347303,1587.50836836205
"COG2",399.957201445783,402.367068225369,652.047756792903
"COG3",2230.34957041531,1269.80776076318,1894.7041200426
"COG4",1746.63662560794,2268.93222108383,2091.90397354076
"COG5",2205.88160044451,979.267384226418,2078.03061701325
"COG6",1058.71023912119,1041.97394031349,1067.25749858048
"COG7",998.481389962296,1344.01051879954,1019.69170477188
"COG8",526.061354372218,462.983405776204,452.865995219387
"COIL",1212.10558932275,1165.29683395139,1347.69749124369
"COL11A1",1695.81853413012,2771.62977904852,5584.0260023222
"COL11A2",1227.16280161247,604.073156972113,974.107819038638
"COL13A1",40.4662580286322,134.819095587202,37.656253431809
"COL14A1",43.2894853329554,71.0674302320133,10.900494414471
"COL16A1",558.999006255989,691.862335494011,663.939205245054
"COL17A1",0,65.841883891424,9.90954037679184
"COL18A1",466.773580981432,3589.95033598479,1616.24603545475
"COL19A1",55.5234703183558,33.4434965797709,15.855264602867
"COL20A1",178.804395940468,16.7217482898855,151.615967764915
"COL21A1",24.4679699708009,448.351876022554,128.824024898294
"COL22A1",105.400486028065,508.968213573389,119.905438559181
"COL25A1",1164.11072514926,483.885591138561,325.032924358773
"COL27A1",296.438866953933,811.004792059445,552.952353024985
"COL28A1",28.2322730432318,53.3005726740099,47.5657938086009
"COL2A1",10.351833449185,374.149117986187,99.0954037679184
"COL4A1",717.099735298086,2658.75797809179,1372.47134218567
"COL4A2",1679.82024607229,4877.52495430597,4310.65006390445
"COL4A3",13.1750607535082,95.1049433987236,62.4301043737886
"COL4A4",10.351833449185,59.571228282717,30.7195751680547
"COL4A5",2064.72023522835,5415.75622738666,5791.13539619715
"COL4A6",1358.91340914756,2805.07327562829,3696.25856054336
"COL5A1",610.758173501914,1628.2802397276,1125.72378680355
"COL5A2",288.910260809072,783.831951088382,217.018934251741
"COL5A3",154.336425969667,395.051303348544,113.959714333106
"COL6A1",4759.02015932077,7436.99755192656,6088.42160750091
"COL6A2",401.839352981999,3338.07900236839,1762.90723303127
"COL6A4P2",9.41075768107725,41.8043707247137,16.8462186405461
"COL6A6",24.4679699708009,12.5413112174141,36.6652993941298
"COL7A1",1202.69483164167,1118.26691688609,873.030507195361
"COL8A1",13.1750607535082,70.0223209638954,3.96381615071674
"COL8A2",39.5251822605245,236.194694594632,29.7286211303755
"COL9A1",122.339849854004,573.764988196695,497.458926914951
"COL9A2",336.905124982566,679.321024276597,731.324079807238
"COL9A3",524.179202836003,341.750730674534,429.083098315087
"COLCA2",29.1733488113395,44.9396985290672,9.90954037679184
"COLEC11",5.64645460864635,4.18043707247137,66.3939205245054
"COLEC12",10.351833449185,2939.89237121549,450.884087144029
"COLGALT1",1862.38894508519,2358.81161814197,1862.99359083687
"COLGALT2",2409.15396635578,1554.07748169123,1183.19912098895
"COLQ",491.241550952233,841.312960834863,539.078996497476
"COMMD1",309.613927707442,526.735071131392,327.014832434131
"COMMD10",298.321018490149,528.825289667628,440.974546767237
"COMMD2",2707.47498484593,1801.76837823516,1955.15231634103
"COMMD3",400.898277213891,410.727942370312,525.205639969968
"COMMD4",680.397780341885,954.18476179159,535.11518034676
"COMMD5",576.879445850035,715.899848660722,525.205639969968
"COMMD6",2346.10188989256,3545.01063745572,2736.02409803223
"COMMD7",485.595096343586,768.155312066614,387.463028732561
"COMMD8",349.139109967966,362.652916036891,315.123383981981
"COMMD9",998.481389962296,1228.00339003846,710.514045015975
"COMT",64.934227999433,540.321491616924,55.4934261100343
"COMTD1",309.613927707442,460.893187239968,268.548544211059
"COP1",1732.52048908632,1580.20521339418,1597.41790873885
"COPA",7519.19538718072,7657.51560749943,9418.02717410297
"COPB1",3640.08107104068,3721.63410376764,4526.67804411851
"COPB2",2430.79870902225,2252.21047279395,3227.5373007211
"COPB2-DT",456.421747532247,424.314362855844,469.712213859933
"COPE",2027.07720450404,2926.30595072996,1987.85379958444
"COPG1",4046.62580286322,4791.82599432031,4923.05965919019
"COPG2",1598.88773001502,1951.21900357601,1692.54949635605
"COPG2IT1",12534.1881554268,10266.1083407216,8693.63977255949
"COPRS",598.524188516513,1429.70947878521,572.771433778569
"COPS2",2935.21532072799,2528.11931957706,3157.17956404588
"COPS3",2134.35984206832,1985.7076094239,2261.3571139839
"COPS4",1607.35741192799,1952.26411284413,1409.1366415798
"COPS5",1257.27722619192,1446.43122707509,1549.85211493024
"COPS6",2265.16937383529,3385.10891943369,2406.03640348506
"COPS7A",1453.96206172644,1994.06848356884,1301.12265147277
"COPS7B",1645.0004426523,1592.74652461159,1613.27317334171
"COPS8",2667.00872681729,3410.19154186852,2909.44105462609
"COPS8-DT",89.4021979702339,81.5185229131917,73.3305987882596
"COPS9",1053.06378451254,1979.43695381519,1055.36605012833
"COPZ1",3299.41164298568,4970.53967916846,3631.84654809421
"COPZ2",19.7625911302622,199.615870210508,45.5838857332425
"COQ10A",414.073337967399,364.743134573127,424.128328126691
"COQ10B",795.209024051028,750.388454508611,647.092986604507
"COQ2",279.499503127994,336.525184333945,350.797729338431
"COQ3",367.019549562013,286.359939464289,363.680131828261
"COQ4",1520.77844126208,2470.63830983058,1637.05607024601
"COQ5",709.571129153225,1229.04849930658,846.274748178024
"COQ6",311.496079243657,284.269720928053,240.801831156042
"COQ7",951.42760155691,892.523314972637,785.826551879593
"COQ8A",18.8215153621545,22.9924038985925,43.6019776578841
"COQ8B",1077.53175448335,1286.52950905306,1271.39403034239
"COQ9",832.852054775337,1444.34100853886,768.980333239047
"CORIN",29.1733488113395,40.7592614565958,19.8190807535837
"CORO1A",2165.41534241588,790.102606697089,965.189232699526
"CORO1B",993.776011121758,1586.47586900288,1200.04533962949
"CORO1C",5759.38370081928,4419.76709487035,8920.56824718802
"CORO2A",363.255246489582,326.074091652767,104.050173956314
"CORO2B",4414.58642819334,2844.78742781677,6970.37070103538
"CORO6",210.80097205613,317.713217507824,263.593774022663
"CORO7",562.76330932842,481.795372602325,471.694121935292
"CORT",45.1716368691708,31.3532780435353,38.6472074694882
"COTL1",4966.99790407257,6397.11383014931,3053.12939008957
"COX10",627.697537327853,572.719878928577,432.055960428124
"COX10-DT",695.454992631609,374.149117986187,684.749240036316
"COX11",1416.31903100213,1617.82914704642,1552.82497704328
"COX14",269.147669678809,654.238401841769,262.602819984984
"COX15",1451.13883442211,1317.8827870966,1368.50752603495
"COX16",108.223713332388,197.525651674272,118.914484521502
"COX17",343.49265535932,894.613533508873,345.842959150035
"COX18",1216.81096816329,1156.93595980645,1050.41127993994
"COX19",917.548873905032,1167.38705248763,933.478703493792
"COX20",163.747183650744,61.6614468189527,188.281267159045
"COX20P1",140.220289448051,30.3081687754174,29.7286211303755
"COX4I1",5778.20521618143,10557.6938265264,6558.13382136084
"COX5A",2172.00287279263,3519.92801502089,1993.79952381052
"COX5B",2862.7524865837,4826.31460016819,2644.85632656574
"COX5BP6",96.9308041150957,87.7891785218987,85.2220472404099
"COX6A1",1584.77159349341,2625.31448151202,1288.24024898294
"COX6A1P2",90.3432737383416,96.1500526668415,46.5748397709217
"COX6B1",2917.33488113395,5660.31179612623,2786.56275395387
"COX6B2",52.7002430140326,28.2179502391817,44.5929316955633
"COX6C",2408.21289058767,4145.94846662348,2130.55118101025
"COX7A2",4014.62922674756,5084.4565893933,3229.51920879646
"COX7A2L",2843.93097122154,4916.19399722633,3475.2758101409
"COX7B",2183.29578200992,3681.91995157916,2178.11697481885
"COX7C",5273.78860447569,9566.93024035073,6288.5943231121
"COX8A",1102.94080022225,2746.54715661369,1162.38908619768
"CP",38.5841064924167,1457.92742902439,93.1496795418433
"CPA2",8.46968191296953,82.5636321813095,6.93667826375429
"CPA4",5.64645460864635,123.322893637905,7.92763230143348
"CPAMD8",196.684835534515,325.028982384649,168.462186405461
"CPB2",19.7625911302622,16.7217482898855,44.5929316955633
"CPB2-AS1",770.741054080227,343.84094921077,521.241823819251
"CPD",2409.15396635578,2102.7598474531,2077.03966297557
"CPE",16030.284633947,13143.29415585,12169.9065367381
"CPEB1",254.090457389086,281.1343931237,143.688335463482
"CPEB1-AS1",31.0555003475549,9.40598341306058,31.7105292057339
"CPEB2",1280.80412039461,1167.38705248763,1114.82329238908
"CPEB3",1097.29434561361,774.425967675321,702.586412714542
"CPEB4",5749.03186737009,2230.26317816348,3368.25277407155
"CPLANE1",2255.75861615422,1194.55989345869,2046.32008780752
"CPLANE2",228.681411650177,190.209886797447,124.860208747577
"CPLX1",765.09459947158,427.449690660197,591.599560494473
"CPLX2",9985.75497539107,3135.32780435353,5951.66995030118
"CPM",8.46968191296953,193.345214601801,37.656253431809
"CPNE1",2056.25055331538,2169.64684061264,2260.36615994622
"CPNE2",1765.45814097009,3084.11745021575,1180.22625887591
"CPNE3",3071.67130710361,2713.10366003392,5196.56297358964
"CPNE5",824.382372862367,909.245063262523,787.808459954952
"CPNE6",509.121990546279,21.9472946304747,46.5748397709217
"CPNE7",1673.23271569554,711.71941158825,372.598718167373
"CPNE8",30.1144245794472,230.969148254043,36.6652993941298
"CPNE9",23.5268942026931,55.3907912102456,53.511518034676
"CPOX",563.704385096527,439.991001877611,537.097088422118
"CPPED1",117.634471013466,195.435433138036,83.2401391650515
"CPQ",1.88215153621545,84.6538507175452,3.96381615071674
"CPS1",128.927380230758,1327.28877050966,181.344588895291
"CPSF1",4493.63679271439,3205.35012531742,4875.49386538159
"CPSF2",1808.74762630305,1479.87472365486,2075.05775490021
"CPSF3",1013.53860225202,1433.88991585768,1670.7485075271
"CPSF4",1678.87917030418,1572.88944851735,1758.94341688055
"CPSF6",8988.21466119688,4319.43660513104,9524.05925613464
"CPSF7",4524.69229306194,3356.89096919451,4812.07280697012
"CPT1A",131.750607535082,818.32055693627,271.521406324097
"CPT1B",47.994864173494,53.3005726740099,43.6019776578841
"CPT1C",2941.80285110475,3648.47645499939,2921.33250307824
"CPT2",227.740335882069,558.088349174928,316.11433801966
"CPTP",1002.24569303473,999.124460320657,668.89397543345
"CPVL",37.643030724309,581.08075307352,120.89639259686
"CPXM1",448.893141387385,2273.11265815631,1519.13253976219
"CPXM2",19.7625911302622,890.433096436401,172.426002556178
"CRABP1",163.747183650744,962.545635936532,985.999267490788
"CRABP2",256.913684693409,3146.82400630282,485.5674784628
"CRACD",7310.27656666081,2694.2916932078,5025.12792507114
"CRACDL",206.095593215592,105.556036079902,28.7376670926963
"CRACR2B",110.105864868604,287.405048732407,275.485222474813
"CRADD",210.80097205613,276.953956051228,224.946566553175
"CRAMP1",1160.34642207683,837.132523762391,1099.95898182389
"CRAT",2007.31461337378,2298.19528059113,1476.52151614198
"CRB1",708.630053385117,493.291574551621,1410.12759561748
"CRB2",368.901701098228,1130.80822810351,1299.14074339741
"CRBN",1715.58112526038,1341.92030026331,1787.68108397325
"CRCP",1235.63248352544,1331.46920758213,1417.06427388123
"CREB1",2738.53048519348,1860.29449724976,3322.66888833831
"CREB3",1217.7520439314,1556.16770022747,1196.08152347878
"CREB3L1",253.149381620978,272.773518978757,71.3486907129013
"CREB3L2",365.137398025797,985.538039835125,599.527192795907
"CREB3L4",75.286061448618,230.969148254043,191.254129272083
"CREB5",1866.15324815762,1178.88325443693,3375.1894523353
"CREBBP",4550.10133880085,2797.75751075146,4673.33924169503
"CREBL2",1058.71023912119,1460.01764756063,1095.99516567318
"CREBRF",1325.03468149568,813.095010595681,1728.2238417125
"CREBZF",4919.00303989908,3006.77936437503,6152.83361995006
"CREG1",1130.23199749738,1759.96400751045,1068.24845261816
"CRELD1",510.063066314387,459.84807797185,467.730305784575
"CRELD2",540.177490893834,1125.58268176292,653.038710830583
"CREM",377.371383011198,561.223676979281,410.254971599182
"CRH",47.0537884053862,211.112072159804,86.213001278089
"CRHBP",7.5286061448618,30.3081687754174,27.7467130550172
"CRHR2",528.884581676542,550.772584298103,1349.67939931905
"CRIM1",4381.64877630957,1387.90510806049,1561.74356338239
"CRIM1-DT",174.099017099929,147.360406804616,97.1134956925601
"CRIP1",6.58753037675408,42.8494799928315,31.7105292057339
"CRIP2",3721.01358709794,4664.32266360993,3191.86295536465
"CRIP3",65.8753037675408,74.2027580363668,74.3215528259388
"CRIPT",1181.0500889752,1220.68762516164,1162.38908619768
"CRISP2",56.4645460864635,0,5.94572422607511
"CRISPLD1",547.706097038696,1810.1292523801,825.464713386761
"CRISPLD2",82.8146675934798,25.0826224348282,16.8462186405461
"CRK",3757.71554205415,2931.53149707055,3027.36458510991
"CRKL",3432.10332628887,3195.94414190436,5057.82940831456
"CRLF1",120.457698317789,108.691363884256,27.7467130550172
"CRLF3",929.782858890432,784.877060356499,1279.32166264383
"CRLS1",80.9325160572644,80.4734136450738,68.3758285998637
"CRMP1",49446.9440836842,25217.4415304154,29478.9007128804
"CRNDE",681.338856109993,1288.6197275893,2088.93111142772
"CRNKL1",1200.81268010546,1123.49246322668,1629.12843794458
"CROCC",1073.76745141091,1494.50625340851,1943.26086788888
"CROCC2",6.58753037675408,104.510926811784,22.7919428666212
"CROCCP2",2677.36056026648,1253.08601247329,2223.70086055209
"CROCCP3",793.326872514812,328.164310189002,925.551071192358
"CROT",619.227855414883,988.673367639479,822.491851273723
"CRPPA",1.88215153621545,121.23267510167,13.8733565275086
"CRTAP",2042.13441679376,3497.98072039042,3042.2288956751
"CRTC1",4550.10133880085,3125.92182094047,3333.56938275278
"CRTC2",1067.17992103416,895.658642776991,1046.44746378922
"CRTC3",1000.36354149851,942.688559842293,1205.99106385557
"CRTC3-AS1",23.5268942026931,20.9021853623568,27.7467130550172
"CRX",0,103.465817543666,11.8914484521502
"CRY1",1424.7887129151,1428.66436951709,1490.39487266949
"CRY2",3180.83609620411,2271.02243962007,2168.20743444206
"CRYAB",109.164789100496,3874.22005691284,715.468815204371
"CRYBB2P1",375.489231474982,363.698025305009,921.587255041641
"CRYBG1",68.6985310718639,102.420708275549,78.2853689766556
"CRYBG3",195.743759766407,62.7065560870705,175.398864669216
"CRYGS",72.4628341442948,130.63865851473,104.050173956314
"CRYL1",333.140821910135,1268.76265149506,508.359421329422
"CRYM",31.0555003475549,270.683300442521,107.023036069352
"CRYZL1",3455.63022049157,1660.67862703925,3244.38351936165
"CRYZP1",41.4073337967399,12.5413112174141,37.656253431809
"CS",6908.43721367881,6227.80612871422,5881.31221362596
"CSAD",4568.92285416301,2320.14257522161,4002.46335818623
"CSDC2",1769.22244404252,1907.32441431506,1313.01409992492
"CSDE1",22728.8619513378,17637.2640087567,22247.9090999354
"CSE1L",4663.97150674189,4019.49024518122,5353.13371154295
"CSF1",197.625911302622,675.140587204126,202.154623686554
"CSF1R",60.2288491588944,65.841883891424,81.2582310896931
"CSF2RA",7.5286061448618,48.0750263334207,10.900494414471
"CSGALNACT1",1365.50093952431,319.80343604406,315.123383981981
"CSGALNACT2",2953.09576032204,1480.91983292298,2870.7938471566
"CSGALNACT2-DT",76.2271372167257,84.6538507175452,72.3396447505805
"CSK",2534.3170435141,2333.72899570714,2149.37930772615
"CSKMT",78.1092887529412,101.375599007431,84.2310932027307
"CSMD1",4336.4771394404,317.713217507824,542.051858610514
"CSMD2",5071.45731433253,1020.02664568301,1673.72136964014
"CSMD3",948.604374252587,420.133925783372,303.23193552983
"CSNK1A1",3402.92997747753,2327.45834009843,3435.63764863373
"CSNK1D",5880.78247490517,5173.29087718332,4834.86474983674
"CSNK1E",7779.87337494656,6657.34603791065,6869.29338919211
"CSNK1G1",1980.96449186676,1061.83101640773,1890.74030389188
"CSNK1G2",2484.44002780439,2661.89330589614,2091.90397354076
"CSNK1G3",1762.63491366577,1243.68002906023,1830.29210759345
"CSNK2A1",8952.45378200879,5866.19832194545,9075.15707706597
"CSNK2A2",1184.81439204763,925.966811552408,1228.78300672219
"CSNK2A3",167.511486723175,93.0147248624879,154.588829877953
"CSNK2B",459.24497483657,844.448288639216,511.332283442459
"CSP2",246.561851244224,163.037045826383,267.55759017338
"CSPG4",90.3432737383416,96.1500526668415,117.923530483823
"CSPG4P10",541.118566661942,333.389856529592,467.730305784575
"CSPG4P12",105.400486028065,122.277784369788,307.195751680547
"CSPG5",1925.44102154841,4483.51876022554,1406.16377946676
"CSPP1",2016.72537105485,2355.67629033762,2443.69265691687
"CSRNP1",415.955489503615,542.41171015316,486.55843250048
"CSRNP2",4994.2891013477,2749.68248441804,4003.4543122239
"CSRNP3",8416.98166995549,3172.95173800577,6266.79333428316
"CSRP1",95.989728346988,238.284913130868,37.656253431809
"CSRP2",4641.3856883073,3107.10985411434,6365.88873805108
"CST3",1006.95107187527,8231.28059569612,1486.43105651878
"CSTB",1199.87160433735,2464.36765422187,1482.46724036806
"CSTF1",755.683841790503,799.508590110149,872.039553157682
"CSTF2",815.912690949398,581.08075307352,766.998425163689
"CSTF2T",2239.76032809639,1675.3101567929,2343.60629911127
"CSTF3",1852.037111636,1785.04662994527,2345.58820718663
"CT66",24.4679699708009,29.2630595072996,50.5386559216384
"CT75",26.3501215070163,38.6690429203602,18.8281267159045
"CTAGE3P",80.9325160572644,36.5788243841245,52.5205639969968
"CTAGE7P",24.4679699708009,21.9472946304747,19.8190807535837
"CTBP1",4586.80329375705,4776.14935529854,4140.20596942363
"CTBP1-AS",95.0486525788802,53.3005726740099,127.833070860615
"CTBP1-DT",622.051082719206,581.08075307352,531.151364196043
"CTBP2",2401.62536021091,3606.67208427467,3650.67467481012
"CTBP2P4",31.9965761156627,32.3983873116531,28.7376670926963
"CTBS",39.5251822605245,176.623466311915,63.4210584114678
"CTC-338M12.4",159.041804810206,78.3831951088382,174.407910631536
"CTC1",1777.69212595549,939.55323203794,1519.13253976219
"CTCF",2979.44588182906,2189.50391670688,3123.48712676479
"CTCF-DT",33.8787276518781,17.7668575580033,71.3486907129013
"CTDNEP1",1404.08504601673,1701.43788849585,1227.79205268451
"CTDP1",1013.53860225202,1061.83101640773,1063.29368242976
"CTDSP1",281.38165466421,1201.87565833552,661.957297169695
"CTDSP2",3013.32460948094,3465.58233307876,5061.79322446527
"CTDSPL",798.973327123459,836.087414494274,837.356161838911
"CTDSPL2",2594.545892673,1497.64158121287,3148.26097770677
"CTDSPL2-DT",25.4090457389086,14.6315297536498,29.7286211303755
"CTF1",23.5268942026931,114.962019492963,74.3215528259388
"CTH",205.154517447484,331.299637993356,296.295257266076
"CTHRC1",16.939363825939,55.3907912102456,44.5929316955633
"CTIF",7409.08952231212,4511.73671046472,5713.84098125818
"CTNNA1",6466.13160266818,8301.30291666002,7341.97846516508
"CTNNA2",3339.87790101432,3914.97931836944,2260.36615994622
"CTNNA2-AS1",39.5251822605245,18.8119668261212,22.7919428666212
"CTNNA3",22.5858184345854,34.4886058478888,9.90954037679184
"CTNNAL1",197.625911302622,1826.85100066999,673.848745621845
"CTNNB1",10529.6967693573,14004.4641927791,11329.5775127861
"CTNNBIP1",766.035675239688,1241.589810524,914.650576777887
"CTNNBL1",1077.53175448335,1225.91317150223,1423.00999810731
"CTNND1",793.326872514812,596.757392095288,890.867679873587
"CTNND2",16018.9917247297,5721.97324294519,11000.5807722766
"CTNS",479.94864173494,518.37419698645,577.726203966964
"CTPS1",1019.18505686067,1106.77071493679,1162.38908619768
"CTPS2",1203.63590740978,1107.81582420491,1515.16872361147
"CTR9",2246.34785847314,2184.27837036629,2472.43032400957
"CTSA",546.765021270588,2033.78263575732,559.889031288739
"CTSB",4076.74022744266,8581.3922005156,4188.76271726991
"CTSC",224.917108577746,607.208484776466,464.757443671537
"CTSD",704.865750312686,3304.63550578862,840.329023951948
"CTSF",1344.79727262594,1468.37852170557,1267.43021419168
"CTSH",127.986304462651,1233.22893637905,178.371726782253
"CTSK",168.452562491283,226.788711181572,307.195751680547
"CTSL",960.838359237987,2212.49632060547,974.107819038638
"CTSLP3",100.695107187527,37.6239336522423,58.4662882230719
"CTSO",9.41075768107725,146.315297536498,71.3486907129013
"CTSS",31.0555003475549,50.1652448696564,13.8733565275086
"CTSV",35.7608791880936,369.968680913716,68.3758285998637
"CTSZ",114.811243709142,135.864204855319,111.977806257748
"CTTN",4001.45416599405,4900.51735820456,4616.85486154732
"CTTN-DT",88.4611222021262,28.2179502391817,51.5296099593176
"CTTNBP2",3221.30235423274,638.561762820001,3212.67299015592
"CTTNBP2NL",3314.46885527541,1608.42316363336,2777.64416761475
"CTU1",238.092169331254,230.969148254043,219.991796364779
"CTU2",567.468688168958,586.306299414109,457.820765407783
"CTXN1",3220.36127846464,4796.00643139278,2640.89251041503
"CTXN2-AS1",23.5268942026931,30.3081687754174,19.8190807535837
"CTXND1",24.4679699708009,636.471544283766,38.6472074694882
"CUBN",186.33300208533,198.57076094239,399.354477184711
"CUEDC1",1512.30875934911,2545.88617713506,1576.60787394758
"CUEDC2",1883.09261198356,2604.41229614966,1868.93931506294
"CUL1",2771.46813707725,2359.85672741009,3020.42790684615
"CUL2",2178.59040316938,1696.21234215526,2107.75923814363
"CUL3",3016.14783678526,2406.88664447539,3389.06280886281
"CUL4A",2310.34101070447,2299.24038985925,2642.87441849038
"CUL4B",4067.32946976159,2723.5547527151,4030.21007124124
"CUL5",1862.38894508519,1546.76171681441,2113.7049623697
"CUL7",2804.40578896102,1986.75271869202,2477.38509419796
"CUL9",1991.31632531595,1190.37945638622,1799.5725324254
